Reaction	Glucose	Fructose	Gluconate	Succinate + Glutamate	Glycerol	Malate	Malate + Glucose	Pyruvate
R_CYSabc	8.503866465043579e-09	8.264895344677968e-09	8.767273307219662e-09	7.409981346280829e-09	8.804022299157918e-09	8.47853049200515e-09	8.621545820979668e-09	6.863279821205979e-09
R_DEXTRINt2	1.980227584647859e-08	1.992156126059369e-08	1.9925509603817963e-08	1.995011964635453e-08	1.993273450314681e-08	1.9950078000395212e-08	1.9802600811929632e-08	1.995153139858948e-08
R_ASP1DC	0.005214742153414056	0.004572877557277871	0.0029210866105042533	0.002863840579987678	0.0023733254441605143	0.0012276818381211476	0.00890914918435542	0.0011362576495880866
R_EX_orn__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ASPCT	0.002977341235452861	0.003189463252438237	0.003043224488067374	0.010184705983470764	0.002097941318361334	0.003899369562657783	0.004321563392072061	0.003458815332469793
R_ASPK	0.1711330144365344	0.1447939228116173	0.17466826990639728	0.15530322500032945	0.17260079109123214	0.17697423272454138	0.25671737775041725	0.08807179540213861
R_DHAt	-0.02533387367192197	-0.019287067837122862	-0.0023202759934577433	-5.421117348358706e-07	-0.001078643373871202	-7.841141984599176e-07	-0.028574226766362232	-2.3219624467607503e-07
R_EX_pala_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_4abut_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_ASPO6	9.728150112928442e-09	9.727895236939167e-09	9.715873613870352e-09	9.721798922393311e-09	9.69995751935345e-09	9.691404315016528e-09	9.734487993158243e-09	9.694546882954831e-09
R_ASPO1	0.2133565262962984	0.2213930752555343	0.18638423061951784	0.3841702826093442	0.22292971030329528	0.13918034947063174	0.1902254817833168	0.1537738908387154
R_ASPT	0.1978246270027014	0.20667088363050748	0.20504856586766146	0.17126387531373832	0.2044641003847244	0.17666946291883562	0.1808701000379984	0.1859628642284673
R_ASPTA	-0.7705818707409111	-0.7382851193821418	-0.7199492845373804	-0.8377299980635431	-0.7279628521007103	-0.5752186899511911	-0.8095616980221205	-0.5120813038772294
R_EX_pep_e	0.00014671949465082842	9.05104336120164e-05	7.715946487221043e-05	3.51431378956029e-05	2.0725651057030728e-05	2.13651621274948e-05	0.0003185361667435252	2.714197302129425e-05
R_ATPPRT	0.10485262650714633	0.08470384049779045	0.08814629802033003	0.017205704701033442	0.0683705226175717	0.03162067821238978	0.0991515288906848	0.02646705912164049
R_DADK	-0.13655739459704466	-0.053849201813245484	-0.11154869303671378	-0.0019194065325816023	-0.05101625171843893	-0.003930600479298274	-0.13984865560135984	-0.0005759721577514032
R_EX_phe__L_e	0.003745144490929733	0.002588045385257548	0.001465609884832511	0.0003991104355282718	0.0009974536462897304	0.00012993670054879618	0.003865444606881464	0.00014793390791997344
R_DADNt2	9.941826511576942e-09	9.941929752509933e-09	9.944896796645335e-09	9.924330033162699e-09	9.952327678157013e-09	9.949914427312312e-09	9.93849884477092e-09	9.946784699655897e-09
R_ATPS4r	4.2150350913681365	4.494492315205271	4.390702353582231	5.397621299907622	4.66315735919823	4.849456394345804	4.22935680186299	4.921688709327358
R_BETALDHx	9.941357528244133e-09	9.941431805303923e-09	9.942735158830948e-09	9.941370055956919e-09	9.940869299229194e-09	9.945870886309945e-09	9.943499252158822e-09	9.944514710050114e-09
R_BG_CELLB	0.0	1.969393452000548e-08	1.967914406035301e-08	1.972874604496016e-08	1.9681115592172003e-08	1.9714158825129924e-08	0.0	1.9734004864720545e-08
R_CYSS_2	0.023250991740201725	0.02003025093929243	0.020106754450827442	0.0042043986620970576	0.02111246482273647	0.002750065081773697	0.018533312042559882	0.0014999997313402097
R_EX_pi_e	-0.02617460940654226	-0.00848739656096642	-0.005768442065432922	-0.0002572261606759163	-0.0016998878442848753	-0.00033207888346287184	-0.054996489039037984	-0.00019849964485696423
R_DHPPDA	0.0006688720279389481	0.00034191765772598176	0.0002496849105295564	3.3121095080501866e-05	5.288434418605162e-05	7.523361512439604e-06	0.0008879234470173651	5.763864983167405e-06
R_BG_MADG	9.830343836533454e-09	9.948670799648046e-09	9.950173593486825e-09	9.96283442335852e-09	9.953384294162782e-09	9.962502725615992e-09	9.828831372415e-09	9.963516856526377e-09
R_BG_MBDG	9.830343836533454e-09	9.948670799648046e-09	9.950173593486825e-09	9.96283442335852e-09	9.953384294162782e-09	9.962502725615992e-09	9.828831372415e-09	9.963516856526377e-09
R_BILEt4	1.1444065734526276e-21	9.400529810274406e-23	4.331596209094591e-22	4.383172253912995e-22	3.3814800305276e-22	1.43346128447317e-22	8.975638108041369e-22	9.472385265508912e-23
R_DDPA	0.00949865204582367	0.006459110144739677	0.004154030658983076	0.0017750830198688325	0.0025292512514724537	0.0005025069358782912	0.010224251019096471	0.0005568418155020833
R_EX_pnto__R_e	0.005214748952907982	0.004572884070275835	0.002921093759209453	0.0028638383422813834	0.002373333092397325	0.0012276848471652546	0.008909153010012993	0.00113626356143078
R_CRNabc	5.4910562655730726e-21	8.729435311158035e-23	3.1842070527339005e-21	2.3792955027476917e-21	2.567665923932177e-21	9.628889536611307e-22	5.194233983765004e-21	7.671429606916392e-22
R_BTDD_RR	-0.03612961462456288	-0.038242332046115164	-0.002554717135286655	-0.00020788529114890156	-0.005289962943482829	-3.7918739867137674e-05	-0.03347383654447755	-0.00016184487289727656
R_EX_ppa_e	0.3106697258146176	0.2970698576461533	0.2436187854718404	0.1836201832953543	0.2449501910087791	0.1993676789135204	0.34327096972069604	0.2746148296466147
R_BLACT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_CTPS1	0.4421452680069579	0.4249066900404294	0.4217610643669189	0.4151213813177829	0.3838914562726957	0.3750509810302821	0.44495394008907335	0.3710572197506229
R_BTS_1	0.0	2.5867921840352938e-20	5.087016032171124e-22	1.2167192543408088e-20	1.626607107545849e-20	0.0	0.0	1.975685762310103e-21
R_CPPPGO	5.2900361578009596e-18	0.0	3.635281535599397e-15	0.0	1.2747630850787418e-15	0.0	3.3630835890703724e-18	0.0
R_EX_ppi_e	6.126072363129741e-09	6.2081095158199295e-09	4.030694424083594e-09	5.683672561641735e-09	4.756071564745725e-09	1.8450505368709686e-11	4.162420661247848e-09	5.789827896256221e-09
R_CRO4t3	1.4484226681729802e-21	3.6155526712187386e-23	7.333059876960855e-22	5.158575545743617e-22	5.630719797835241e-22	1.931773028893159e-22	1.3507797035773903e-21	1.4207486970439625e-22
R_CS	0.1967608338153504	0.2482447790982784	0.15080211160365126	0.0013793901649354085	0.1561518844585926	0.30112287236250024	0.24008727617796796	0.6189759936999402
R_EX_pro__L_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_CTPS2	0.02072101454618844	0.020522881243468287	0.018974013395366064	0.02024689757014339	0.01647792776531003	0.014971914375634915	0.02150036556406467	0.014593854019295896
R_CYOR3m	2.8982512885892655	2.9299712687899033	2.9569068393090245	3.29875092007905	3.0711966920133724	3.0381164057935286	2.793072625650925	3.4238975644690957
R_BUTKr	9.925519739439892e-09	9.921261590051245e-09	9.930140487668382e-09	9.92540605260217e-09	9.92909443553458e-09	9.928095678901627e-09	9.928282196369764e-09	9.919669974323142e-09
R_BUTSabc	9.92551980275696e-09	9.921261693539553e-09	9.930140387346708e-09	9.925405973290308e-09	9.929094534277016e-09	9.928095726819934e-09	9.928282136755145e-09	9.91967006926756e-09
R_EX_prolb_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_CA2abc1	0.04741695539976955	0.047937765273971235	0.04486772652610593	0.05352851035319186	0.037224630164015136	0.033934546686106085	0.049314505346369664	0.044884518462423056
R_CAT	0.2564381867172067	0.24825893052310705	0.2123851956012142	0.34154115707823807	0.1949813846479492	0.17868577278311135	0.24081204899583916	0.18915774334343308
R_CAt4	0.390539237710714	0.4045428038198093	0.3866077434989797	0.4018520245094016	0.4061023285514641	0.3803616710341561	0.3702979173954579	0.41028629262628535
R_CYOO3	2.8982512885892655	2.9299712687899033	2.9569068393090245	3.29875092007905	3.0711966920133724	3.0381164057935286	2.793072625650925	3.4238975644690957
R_CYSTGL	0.04204026308692819	0.033981082245383765	0.043268407145162134	0.02671965249959196	0.04383127787206677	0.03713097398859901	0.06541845843910166	0.01581298888431815
R_CYSTL	0.17251391799312768	0.1399046452041168	0.1616720343946447	0.04231553041749173	0.17790422227766656	0.03848015689276131	0.1481658925986995	0.018883928564295
R_CYSTS	0.20178175107316595	0.16368818167663066	0.19179356036678452	0.058333146637972226	0.20914165302081628	0.059239737296091964	0.1902914748872135	0.02792065926845011
R_DCYTD	0.14149266207128144	0.0926939334541237	0.12796301114957573	0.021878974002928757	0.08886810353585084	0.02877403788554448	0.14297623120616762	0.011386364065383087
R_CYTB_B2	0.5927157032166636	0.6365836178777057	0.48880472167541206	0.9220375352440712	0.6649854280445859	0.4277103561540976	0.6564896829985627	0.4218116459629925
R_CYTB_B3	1.77231974225801	1.7739740072101107	1.5087832163031272	2.134280542865387	1.7240141100081086	1.2323382892369212	1.6232525904986077	1.2759873357274956
R_CBL2abc	5.490805939682921e-21	8.729435310891807e-23	3.1839587512815134e-21	2.3790443077988343e-21	2.5676659239240397e-21	9.628889536611315e-22	5.194233983765006e-21	7.673941356631653e-22
R_CD2t4	7.194254636724508e-09	7.1654424498923346e-09	7.273348525418829e-09	7.23571125887153e-09	7.68594171319726e-09	7.627386530529076e-09	7.233416667149286e-09	7.515809938454042e-09
R_CBPS	0.013244833367058114	0.012123416023388884	0.008976431855315175	0.02318331179744559	0.006946240130030176	0.005569583219311757	0.014492573899550328	0.0048845444026589906
R_CYTD	0.08002238479209077	0.10951925718932723	0.0848893301669323	0.15152948380528872	0.10168766237543783	0.1368268650920617	0.0794380944819639	0.13600177480914985
R_EX_pser__D_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_pser__L_e	0.00010788470694374744	8.816848216099512e-05	4.299572037600378e-05	6.415065265940612e-05	1.2275545971213914e-05	3.6746485299409605e-06	0.00017989692755435244	4.829352239184346e-06
R_DJENKabc	5.490559052899337e-21	8.729435311158035e-23	3.1842070527339005e-21	2.3792955110625414e-21	2.5676659239321786e-21	9.628889536831288e-22	5.1942339837650066e-21	7.673941356631653e-22
R_CYTDK1	0.09220616581357344	0.08637880436670298	0.08528623112628153	0.07662004591025331	0.081878284865287	0.06576950392943885	0.09378190762163173	0.05798597203184847
R_CD2abc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_CDGPT_BS	2.6967152285021347e-08	1.4132163343269819e-08	2.4971536729381392e-08	2.104604918969812e-08	2.130511489317164e-08	1.5438604482670713e-08	3.0047796197548776e-08	1.5055679574112195e-08
R_CDPDSP_BS	5.582513825803352e-09	2.341623051575367e-10	0.0	0.0	0.0	0.0	0.0	0.0
R_CDPMEK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_CHCOAL	3.958973166057419e-17	0.0	5.835711023687906e-17	3.2352509044835324e-17	3.967992272987778e-17	0.0	1.8597742708461507e-17	0.0
R_CYTDK2	0.07875106640769784	0.07559460442013838	0.07425177934743127	0.07028667270213103	0.07259545553702428	0.060586944765317986	0.08005108122386842	0.05398804543006813
R_DCYTt2	9.886129921570822e-09	9.892659538205711e-09	9.900125997251171e-09	9.89867143759506e-09	9.914991140176085e-09	9.92168222355922e-09	9.875968123523796e-09	9.92179793079335e-09
R_CHOLD2	9.941357528259525e-09	9.941431805304302e-09	9.94273515883958e-09	9.941370056785478e-09	9.940869299259529e-09	9.94587088631158e-09	9.94349925299646e-09	9.944514710051272e-09
R_DTMPt6	-1.4305945317261147e-08	-3.650406865673972e-09	8.087257974409567e-09	9.53712619988778e-09	9.072206319515884e-09	9.7106995777807e-09	-1.657987369618752e-08	9.660536370859065e-09
R_CHORM	0.009252163921512038	0.006259103579755092	0.00398402050713415	0.0008628871312955081	0.002483462941018619	0.00042755306276318186	0.009824345630562142	0.0004757653746754648
R_CHORS	0.00949865204582372	0.006459110144739768	0.0041540306589830335	0.0017750830198687891	0.0025292512514723427	0.0005025069358784177	0.010224251019096487	0.0005568418155020711
R_CYTK1	-0.2423082927688929	-0.2939406938562783	-0.24293177779478856	-0.3944653378813793	-0.2593122485866691	-0.3395825889859908	-0.2427238914858028	-0.3641551602722672
R_CYTK2	-0.2205579642385196	-0.15148887159225088	-0.19780328988341297	-0.04090293100958453	-0.14105712500583525	-0.050440305691401566	-0.2237303922404912	-0.021495912345183443
R_CYTOM	0.0029360593423150005	0.003176034160042418	0.0030193356760470635	0.008201072699522305	0.0020940920102870964	0.003840851514098076	0.004164926864608454	0.003401548744114802
R_CITt10	0.4442689899521592	0.4858437631232755	0.4402704764464333	0.43742841326231335	0.4550293954939805	0.4513252994573007	0.4189836094428641	0.4835620476618214
R_CITt11	3.929280155193067e-09	4.566656053081939e-09	4.1418440384961294e-09	3.6585980807084367e-09	3.9167249958364886e-09	4.7289731781611855e-09	3.714614614975021e-09	5.157928619452636e-09
R_CITt12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_D4DGCD	1.203885143794781e-20	0.0	0.0	1.1920139924237141e-20	3.902315638830797e-21	0.0	7.688304956347773e-21	0.0
R_Cut1	5.5176193940457566e-21	8.760338996712734e-23	3.210493581197573e-21	2.3996095811738127e-21	2.588053827505288e-21	9.757387738510912e-22	5.2166639124348225e-21	7.79844657255345e-22
R_DAAOP	9.938888593321178e-09	9.938049616268919e-09	9.941442315918876e-09	9.931904843907136e-09	9.943319330371947e-09	9.94137717317238e-09	9.936353089733855e-09	9.939107656180989e-09
R_DAGK_BS	0.18175371019985026	0.18125006046770006	0.17559619662174406	0.17438324728549098	0.16362743300872798	0.15203702593838767	0.18462882941813055	0.1434455876777642
R_DALAOX	0.2054701831740764	0.21528214258078726	0.18000100685469916	0.320686289932043	0.22505539117258447	0.13099879747597165	0.1939367620714733	0.13406464517348
R_CITt13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_CLPNS2_BS	8.09628451020281e-09	4.229562634337771e-09	7.834867059019422e-09	6.631404062104352e-09	6.621926133512916e-09	4.948104794076531e-09	9.024080506956504e-09	4.843763415538842e-09
R_CITt14	0.4379561930784539	0.4524805690617509	0.4314754699930553	0.4553805348305644	0.4433269586834482	0.41429621768823016	0.4196124227097984	0.4551708110566761
R_CITt2r	-1.4204163448576834	-1.5080017102773555	-1.3950201716797133	-1.7744525100033697	-1.562254135320606	-1.439433683619768	-1.4144025023842792	-1.4647978479010435
R_DAPDC	0.02002757897487716	0.01905923187326196	0.01341957560196577	0.02914607274251875	0.011962837114510726	0.008565314365733453	0.029049171086325383	0.007864854142291312
R_DAPE	0.020027577957355103	0.019059230855739573	0.013419574584420555	0.029146071725012712	0.011962836096939378	0.00856531334813071	0.029049170068817357	0.007864853124682325
R_ETHAAL	9.876249404566484e-09	9.8775920946365e-09	9.882284946927813e-09	9.87819348022372e-09	9.8835644606084e-09	9.89161214615825e-09	9.877669125030518e-09	9.886215340590782e-09
R_DB4PS	0.0013377440558778955	0.0006838353154519635	0.0004993698210591128	6.624219016100369e-05	0.00010576868837210316	1.5046723024879181e-05	0.0017758468940347297	1.1527729966334801e-05
R_DBTS	0.0	1.6728429987174247e-19	0.0	6.415326760621318e-20	7.038289515250199e-20	0.0	0.0	0.0
R_FOLt	-0.00024012935997386187	-0.00019818468787291543	-0.00016851033049669617	-0.0009121948169243943	-4.565402382805672e-05	-7.494559290899261e-05	-0.0003737904491247779	-8.107370435861405e-05
R_FORAMD	0.10485264678014633	0.08470386077694397	0.08814631838451968	0.017205721782461682	0.0683705430772153	0.031620698608805994	0.09915154908295527	0.02646707944091453
R_DCMPDA	0.07906531205336803	0.05879494803078668	0.0698402886339635	0.019023966905327355	0.05218903138497547	0.021666277727539436	0.08075417091029177	0.01010955820159842
R_ETOHt3	0.4127753945663945	0.3086382407069432	0.2767154990051197	0.05868685842690829	0.3103073614284899	0.05981916572900401	0.4188990920110304	0.05322583225220392
R_CMPDAi	0.15934991135197624	0.18124544673754905	0.15502316084271509	0.23473483005965745	0.15553054392938892	0.1989149128222796	0.15912092876955525	0.2247518776546916
R_FRTT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_2ddglcn_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DDGLCNt2r	9.826952918068343e-09	9.830222191808956e-09	9.85410786302765e-09	9.900323449940627e-09	9.865908645600996e-09	9.89579695964693e-09	9.812008872067679e-09	9.896642172435575e-09
R_DDGLK	2.9721860920313703e-08	2.9725915879599588e-08	2.9754208042193507e-08	2.9815742445927964e-08	2.9769379192782838e-08	2.9807414958456105e-08	2.9703946786330687e-08	2.9809027502500964e-08
R_EX_2hxmp_e	9.926560419281804e-09	9.93272988084614e-09	9.937059508387746e-09	9.953518943942403e-09	9.942266973182786e-09	9.954113105403824e-09	9.926139030310563e-09	9.954265349719227e-09
R_DGK1	-0.0034649523012943995	-0.0007818499575422687	-0.002268043828082433	-1.962266928279277e-05	-0.0006627286670521926	-2.963245062792552e-05	-0.003858350020310874	-3.4724665824992233e-06
R_DGNSK	0.16550450457666746	0.1668819792750639	0.15844047207555784	0.16063873943237328	0.14961379823242502	0.13761739841679976	0.16610922053111565	0.12616830660392325
R_G1Pt6_2	9.293775324339444e-09	9.634435756906187e-09	9.698541169225664e-09	9.894576275441755e-09	9.786162676052069e-09	9.895528876310934e-09	9.287436271431907e-09	9.902291539417936e-09
R_DHAD1	0.2450883423510609	0.23988868958362805	0.20361183578367092	0.14781245029286266	0.20332154926737991	0.19039557648356345	0.24785542506963765	0.27586588530876216
R_G3POA_BS	1.6065267668853162e-08	0.0	0.0	0.0	0.0	0.0	9.021535018233344e-09	0.0
R_EX_2pg_e	0.003723371418295493	0.002406964271770887	0.0018678501792368145	8.72011246154659e-05	0.0006411769304094231	0.000170189329501794	0.008395663680097316	9.288311371983136e-05
R_DHAD2	0.03943735658425265	0.03428568235096152	0.037568459922628784	0.026774558129514858	0.03783704197506859	0.031488641860465565	0.053872601608245	0.021803568988632917
R_DHBD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DHBS	1.2971086151709422e-19	0.0	4.978302322919911e-20	5.747044510340497e-20	4.720787891026493e-20	1.2363796453432272e-20	9.891950877445898e-20	7.831339539836516e-21
R_EX_2pglyc_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_DHDPRy	0.0200275779573549	0.01905923085573945	0.013419574584420516	0.02914607172501283	0.011962836096939362	0.008565313348130616	0.0290491700688174	0.007864853124682339
R_DHDPS	0.0200275779573549	0.01905923085573945	0.013419574584420516	0.02914607172501283	0.011962836096939362	0.008565313348130616	0.0290491700688174	0.007864853124682339
R_G5SADs	0.2658923247675039	0.2333155774745648	0.28753847763744256	0.2016882776333413	0.2877751859852147	0.2602018909549673	0.2765401070574348	0.2166685350188131
R_G6Pt6_2	9.293775331968512e-09	9.634435759324426e-09	9.698541171050047e-09	9.894576275689553e-09	9.786162677031492e-09	9.895528876548196e-09	9.28743627953216e-09	9.90229153962716e-09
R_GALTpts	9.794729603431594e-09	9.793333702035529e-09	9.850800626255261e-09	9.920022717928777e-09	9.855979008762788e-09	9.918262362065493e-09	9.789481018870037e-09	9.922462505603248e-09
R_FOLR2	-0.00024012935997408388	-0.00019818468787291543	-0.00016851033049669617	-0.0009121948169243943	-4.5654023828278774e-05	-7.494559290899261e-05	-0.0003737904491247779	-8.107370435861405e-05
R_DHFR	3.654571351541236e-05	9.383905688054027e-06	1.97285089709176e-05	0.00015359419884175551	3.40656893915714e-06	5.256159028466101e-06	0.00013068182317321766	4.2228980710046216e-06
R_DHFS	0.00024012935630611827	0.00019818468420520225	0.00016851032682878184	0.0009121948132569008	4.565402016016351e-05	7.494558924122154e-05	0.0003737904454571917	8.107370069075794e-05
R_DHNAOT7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_3amba_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_EX_3amp_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GAM6Pt	-1.339581734605133e-05	-4.151596704193849e-07	-4.611117332409265e-08	9.682509460873234e-09	7.330511309078246e-09	9.776871756628225e-09	-1.0591947322113883e-05	9.787320509602182e-09
R_EX_3cmp_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GGTT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GCALDD	0.00024013927300129008	0.00019819459677676609	0.00016852024725583938	0.0009122047215664828	4.566394630607474e-05	7.495550636197896e-05	0.00037380036301411766	8.108361296991236e-05
R_EX_3gmp_e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GAPD	2.6348429575802808	2.4374816905503645	2.0287632181336783	0.23041625423360515	1.58226045257157	0.4600956592666808	2.3689543369460497	0.3417785224202235
R_G1Dx	0.0	0.0	8.110883576051588e-21	3.069924190291197e-20	6.851971056015447e-21	7.455087513509742e-21	0.0	7.87730764482978e-21
R_GALt2	9.790416031357417e-09	9.840669171094862e-09	9.852679595302059e-09	9.927510127153242e-09	9.876414193582812e-09	9.92477985755993e-09	9.788032693703925e-09	9.929696241983695e-09
R_DHNPA_1	0.00024012935630611832	0.00019818468420520225	0.0001685103268287818	0.0009121948132569008	4.565402016016351e-05	7.494558924122154e-05	0.0003737904454571917	8.107370069075794e-05
R_DHORTS	-0.002977341235453013	-0.003189463252438296	-0.0030432244880673753	-0.010184705983470764	-0.002097941318361496	-0.003899369562657906	-0.004321563392071903	-0.003458815332469723
R_DHORDi	0.0029773412354527906	0.003189463252438074	0.0030432244880671533	0.010184705983470987	0.002097941318361274	0.0038993695626576845	0.004321563392072125	0.003458815332469723
R_EX_3pg_e	0.007307895226164741	0.00525509980852352	0.003031180453775646	7.092050566694026e-05	0.0010165925192249742	0.00013708105190199485	0.01502109110616979	7.386544242722844e-05
R_GK1	0.002956214107609157	0.0008905163941028693	0.001804136506099674	0.0006446897666698702	0.0005043212948512288	7.463531502271971e-05	0.003458828048618967	6.054537565769458e-05
R_ETHSabc	9.825401774116343e-09	9.806823710580573e-09	9.833662708955017e-09	9.822308208744364e-09	9.83985867041154e-09	9.793833761602092e-09	9.836431971763215e-09	9.734370478327973e-09
R_GBBTNabc	5.491056265573072e-21	8.729435311158035e-23	3.1842070527339013e-21	2.37929550274769e-21	2.567665923932177e-21	9.628889536611315e-22	5.194233983765006e-21	7.671429606916001e-22
R_GK2	0.0014177387759908287	0.00043143510343113256	0.0008821017573834579	0.00032024800902363815	0.0002569449345688479	3.746528435577545e-05	0.0016612350622380312	2.976385459096953e-05
R_GLCRAL_1	1.9848398761205945e-08	1.984113567300805e-08	1.985391190753895e-08	1.9873966277327754e-08	1.9853371618011903e-08	1.986237168481576e-08	1.983962126641292e-08	1.9865278272188653e-08
R_GLU_Dt2	9.528830417343578e-09	9.51413725917558e-09	9.587519699685936e-09	0.0	9.66327813954062e-09	9.51426701767491e-09	9.347301689193912e-09	9.562203543701284e-09
R_DINSK	1.0318731998653804e-19	0.0	3.313547131161346e-20	3.200488074420451e-20	2.8964717153998206e-20	3.6486662157310755e-21	7.60427368990108e-20	0.0
R_GLXt2	6.416667214256121e-09	5.781634658954114e-09	6.563362165583198e-09	8.041897551571944e-09	7.591328480351271e-09	6.773221258566797e-09	4.5200311092772385e-09	7.722687383677695e-09
R_GLYCOGENt	9.46844624102048e-09	9.690716360557321e-09	9.740352782683392e-09	9.900411000138872e-09	9.808258582393446e-09	9.901854342990034e-09	9.46434038852254e-09	9.90779720172299e-09
R_FE3t	7.896452250421514e-09	7.938434675616263e-09	7.895420498261634e-09	8.157153363401952e-09	8.060849722111087e-09	8.074337606952159e-09	7.896564883405172e-09	8.177011816559042e-09
R_DHQTi	0.009498652045823676	0.006459110144739766	0.004154030658983121	0.0017750830198688394	0.002529251251472409	0.0005025069358782773	0.010224251019096409	0.0005568418155019739
R_FEDCabc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_GLYt2r	-0.03507677590605973	-0.04294623705141665	-0.029389436697305763	-0.07367190276325819	-0.0118097566837998	-0.02236031699611618	-0.0727479570452012	-0.010213458188605308
R_FERXAabc	5.490805939682923e-21	8.729435310891813e-23	3.184207142577152e-21	2.379295502754877e-21	2.5674146549862836e-21	9.628889536611315e-22	5.1944851608009085e-21	7.673942022670261e-22
R_GMPt6	9.909520981565835e-09	9.913184717547097e-09	9.918588839141762e-09	9.891277130691378e-09	9.93723991982165e-09	9.935256839455064e-09	9.901821362845452e-09	9.93159843254432e-09
R_DHQS	0.00949865204582367	0.006459110144739677	0.004154030658983076	0.0017750830198688325	0.0025292512514724537	0.0005025069358782912	0.010224251019096471	0.0005568418155020833
R_H2Ot	-3.702697297670989	-3.5651168473889983	-4.040136706175686	-1.2925307761882792	-4.657321811105943	-3.186216262027554	-4.003862558148085	-1.774789094527583
R_FFSD	9.861304966304757e-09	9.936015003202016e-09	9.941954911092956e-09	9.966711563308084e-09	9.949928827614317e-09	9.966438982832004e-09	9.859344985035459e-09	9.967542583573326e-09
R_FGLU_1	0.10485264678014633	0.08470386077694397	0.08814631838451968	0.017205721782461682	0.0683705430772153	0.031620698608805994	0.09915154908295527	0.02646707944091453
R_FLVR_1	1.5110455210408276e-20	0.0	7.422122804850118e-21	1.2357671685453376e-20	7.007278759212603e-21	5.275629120912743e-21	1.341225082418455e-20	2.9341164265165973e-21
R_FMETDF	0.0	6.3852753438195515e-21	0.0	0.0	0.0	0.0	0.0	0.0
R_FMNRy	6.930383785443895e-08	6.924392665552371e-08	6.932037394963685e-08	6.926272101552972e-08	6.934487285956463e-08	6.918565866589188e-08	6.932233005441315e-08	6.90756302552635e-08
R_HCO3E	0.6177018036794539	0.7213350884517079	0.5126142334938347	0.4717805167399596	0.4770527093761894	0.1775917649601697	0.2831675338986573	0.836633423240242
R_HEMECS	6.137199709030509e-19	0.0	4.892078389780322e-16	0.0	1.661009339251259e-16	0.0	6.452894052585114e-19	0.0
R_HEMEDS	5.082928863288585e-19	0.0	4.892416856791627e-16	0.0	1.6614115066651456e-16	0.0	5.69311449710862e-19	0.0
R_FMETTRS_1	1.638579886349005e-20	0.0	1.5175118016003902e-20	1.1622304178070824e-20	1.3201352315928559e-20	5.663549123330116e-21	1.5567968146766342e-20	5.774915285672157e-21
R_FMNAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
R_FORt2	-0.6006002295258085	-0.6061044935344949	-0.6224543740067481	-0.3954046633835108	-0.5230257476688401	-0.6020551055059906	-0.6893876259511773	-0.5353709578450812
R_GSNt2	9.867740402569323e-09	9.875895545796707e-09	9.88474835317277e-09	9.840152359608112e-09	9.917746290888374e-09	9.915158472040277e-09	9.8501832246356e-09	9.910906983989777e-09
R_DIPEPabc1	5.490805939682921e-21	8.729435310891805e-23	3.184207142577151e-21	2.379295502747691e-21	2.567665923932178e-21	9.628889536611315e-22	5.1942339837650066e-21	7.671428687763305e-22
R_GLYBt2r	-0.11266659004893942	-0.10951139278006128	-0.10742132264815407	-0.10190680658085892	-0.09318492377220056	-0.08452582972591728	-0.11428713401357625	-0.0802882289091803
R_GLYO1	0.3936751166778057	0.34597158052921395	0.3913884007633153	0.3060534924416445	0.3221023077727167	0.3979273455008612	0.4122363467568249	0.358469352332186
R_FTHFD	0.2478766541785032	0.23673651065407544	0.2461692870780733	0.2288335524095493	0.1837779473614244	0.2760456764051724	0.2789563784273709	0.2782010293635107
R_HEX7	0.5759202565597922	1.6416272408683993e-07	1.7383267628378802e-07	1.7503487048783487e-07	1.739129548556829e-07	1.7660466445574109e-07	0.5586718717839901	1.6989660541589289e-07
